% Training set for NPO SNS Study, September 2015
% Title: NPO tweets / posts training set
% Codes formatted as nominal, numeric values.
% URLs stripped and replaced with binary feature
%
@relation NPO_message_collapse_class

@attribute tweet_text string
@attribute url {0,1}
@attribute category {1,2,3,4,5}

@data
"RT @mbkov: @footnoted you guys are coming to this year's @InvestForKids right? Hope so! 5th annual IFK is 10/29.",0,2
"The love of God is a strong, boundless, extravagant river; in Christ all have been invited to drown and so live.",0,1
"Congrats! RT @TheWildHareLLC wins live music battle  … via @suntimes",1,4
"RT @GoodFoodFestChi: #UrbanFood Symposium lineup! @bartonseaver @EduAgriTech @FamilyFarmed @UrbanPonics @StreetWise_CHI @plantchicago @Food…",0,3
"We have a big day today! The Limited makes-over a few of our ladies for an upcoming anniversary celebration and we...",1,4
"What did (do) you miss eating or drinking most during pregnancy?",1,1
"With our donors help, we raised more than $18K at the annual picnic! Want to help too? ",1,1
"More info on our going green initiative...",1,3
"Hey, nonprofits! Don't miss out on the opportunity to apply for the second annual Make It Better Philanthropy...",1,2
"Counting down to baby? Not sure what to expect and how to prepare? Sign-up to receive a weekly newsletter that...",1,1
"Church on Sunday was awesome see you Tuesday for Bible Study Greater",1,2
"I posted 24 photos on Facebook in the album Annual Event",1,3
"If you want to make a donation to FutureSuperstars please go to  and either buy a shirt or dollar(s) donation #bblife",1,1
"Keith Hales of Hales Property Management, Inc. talks about understanding your condominium insurance bill in an...",1,3
"BFTF Golf Outing non-golfer Wine Tasting",1,2
"And after a long day giving out bikes, one of my young  biking buddies practices his photography chops.  He's 15...",1,3
"Personal Shoppers available to help you shop till you drop. Join us today, LAST DAY, Inventory Reduction sale....",1,2
"We're in Michigan this weekend at the annual ECAC Staff &amp; Board Retreat!",1,3
"TODAY'S THE BIG DAY! JOIN US FOR THE 2ND INVENTORY REDUCTION SALE -- Open to Clients, Referral Partners Friday...",1,2
"Welcome Our New Executive Director Neha Gill #constantcontact",1,4
"#RogersPark homicides down 71%, biggest drop in #Chicago",1,3
